duration(s);cost;bonus;route
9.79;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.76;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.78;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.72;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.76;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.77;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.75;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.76;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.75;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.79;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.73;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.72;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.72;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
10.09;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.72;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.93;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.74;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.71;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.67;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.69;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
